timestamp,daily yield(kWh),PV1 input power(W),PV2 input power(W),feed-in power(W),peak_production_time,peak_PV1_production_time,peak_PV2_production_time,peak_feed_inpower_time,low_feed_inpower_time,average_temperature,total_precipitation,daily_consumption,daily_feed_in_energy
2023-11-30,6.3,1086.0,2135.0,62.0,12:30:00,13:25:00,12:30:00,12:15:00,08:55:00,0.018339100346020765,1.02,44.80000000000018,0.0
2023-12-01,1.1,194.0,253.0,-705.0,10:05:00,10:05:00,10:05:00,07:50:00,05:50:00,-1.3785069444444444,0.0,55.51999999999998,0.0
2023-12-02,0.5,77.0,176.0,-707.0,12:55:00,14:45:00,12:55:00,02:05:00,12:20:00,-2.143448275862069,0.0,62.40000000000009,0.0
2023-12-03,2.7,1223.0,801.0,-765.0,12:30:00,12:30:00,12:45:00,02:05:00,17:00:00,-3.1409375,0.0,56.48000000000002,0.0
2023-12-04,11.6,1902.0,2333.0,0.0,12:30:00,12:30:00,11:50:00,11:15:00,09:05:00,-4.899756944444444,0.25,54.13999999999987,0.0
2023-12-05,5.9,888.0,790.0,0.0,10:40:00,10:40:00,10:40:00,12:15:00,14:55:00,-0.9625342465753425,0.0,49.220000000000255,0.0
2023-12-06,5.2,1033.0,808.0,-685.0,11:35:00,11:30:00,11:35:00,13:10:00,09:40:00,-0.6158680555555556,0.0,53.5,0.0
2023-12-07,4.2,649.0,514.0,-608.0,12:05:00,12:05:00,12:05:00,11:55:00,03:15:00,0.5641811846689896,3.81,53.039999999999964,0.0
2023-12-08,8.5,1709.0,1731.0,0.0,11:40:00,11:30:00,11:40:00,11:30:00,18:20:00,-0.7563667820069204,0.76,45.47999999999956,0.0
2023-12-09,1.2,125.0,276.0,-693.0,11:50:00,13:45:00,11:50:00,04:55:00,15:40:00,0.7932986111111111,6.35,54.35999999999967,0.0
2023-12-10,4.2,913.0,1043.0,-425.0,11:20:00,11:20:00,10:35:00,11:20:00,05:20:00,2.73439446366782,7.37,48.940000000000055,0.0
2023-12-11,5.9,1923.0,2020.0,0.0,12:40:00,12:40:00,12:40:00,09:40:00,12:15:00,7.002125435540069,1.78,32.7800000000002,0.0999999999994543
2023-12-12,10.2,1975.0,1902.0,0.0,12:40:00,13:35:00,12:00:00,10:05:00,17:00:00,7.146550522648083,0.25,25.639999999999873,0.0
2023-12-13,3.3,796.0,721.0,0.0,11:25:00,11:25:00,11:25:00,13:00:00,08:40:00,5.988954703832753,5.59,29.779999999999745,0.0
2023-12-14,2.8,973.0,748.0,0.0,11:10:00,11:10:00,11:10:00,11:50:00,12:20:00,5.4470833333333335,0.0,34.720000000000255,0.0
2023-12-15,5.0,1963.0,2091.0,58.0,12:10:00,13:30:00,12:10:00,12:15:00,08:45:00,3.765923344947735,0.0,32.13999999999987,0.0
2023-12-16,6.8,1752.0,1558.0,0.0,09:25:00,13:25:00,09:45:00,09:25:00,10:30:00,5.3708362369337985,0.0,35.66000000000031,0.0
2023-12-17,11.8,1446.0,1690.0,127.0,13:55:00,11:25:00,12:00:00,11:40:00,15:55:00,3.627665505226481,0.0,31.340000000000146,0.1000000000003638
2023-12-18,11.8,1592.0,1837.0,0.0,14:35:00,11:30:00,12:05:00,09:55:00,03:05:00,0.42133802816901406,0.0,34.159999999999854,0.0
2023-12-19,11.2,2133.0,2561.0,0.0,14:10:00,12:00:00,12:00:00,10:30:00,08:40:00,,,28.7800000000002,0.0
2023-12-20,4.9,1601.0,1316.0,0.0,14:35:00,13:45:00,12:55:00,12:55:00,16:05:00,5.310940766550523,3.81,35.2800000000002,0.0
2023-12-21,1.0,204.0,225.0,-282.0,10:35:00,10:35:00,10:35:00,12:10:00,12:45:00,6.382708333333333,7.87,38.19999999999982,0.0
2023-12-22,5.8,1755.0,1522.0,0.0,12:05:00,11:05:00,12:05:00,10:00:00,08:40:00,2.7356445993031357,4.57,38.91999999999962,0.0
2023-12-23,0.7,109.0,119.0,-705.0,11:25:00,11:30:00,11:30:00,06:20:00,14:50:00,0.972326388888889,14.73,54.81999999999971,0.0
2023-12-24,3.5,992.0,795.0,0.0,12:30:00,12:00:00,12:00:00,11:45:00,03:30:00,7.500381944444445,14.99,35.51999999999998,0.1000000000003638
2023-12-25,2.4,650.0,461.0,0.0,11:40:00,11:40:00,11:40:00,10:40:00,09:00:00,11.041114982578398,0.0,29.11999999999989,0.0
2023-12-26,5.1,1756.0,1460.0,0.0,11:55:00,11:10:00,11:10:00,10:55:00,17:25:00,9.817003484320557,0.0,27.179999999999836,0.0
2023-12-27,12.4,1785.0,1810.0,0.0,13:55:00,13:35:00,12:00:00,09:40:00,16:50:00,4.438189655172414,0.0,26.23999999999978,0.0
2023-12-28,4.9,871.0,892.0,0.0,08:50:00,10:25:00,08:55:00,08:55:00,09:25:00,,,35.0,0.0
2023-12-29,9.9,1703.0,1659.0,0.0,10:55:00,11:45:00,11:45:00,09:40:00,19:30:00,9.068989547038328,0.0,24.879999999999654,0.0999999999994543
2023-12-30,9.1,1624.0,1594.0,0.0,14:50:00,11:30:00,10:05:00,09:55:00,16:20:00,8.165520833333334,0.0,25.679999999999836,0.1000000000003638
2023-12-31,9.1,1651.0,1585.0,350.0,12:00:00,11:20:00,10:00:00,14:00:00,09:30:00,1.462125,0.0,34.30000000000018,0.0
2024-01-01,7.2,2282.0,2581.0,0.0,12:05:00,12:05:00,12:05:00,10:05:00,14:10:00,,,29.23999999999978,0.0999999999994543
2024-01-02,1.8,309.0,235.0,0.0,11:25:00,12:55:00,11:25:00,11:40:00,12:25:00,5.107465277777778,13.46,39.559999999999945,0.0
2024-01-03,3.8,899.0,825.0,0.0,10:40:00,10:20:00,10:20:00,10:00:00,15:15:00,9.512777777777778,5.59,32.11999999999989,0.0
2024-01-04,5.6,2622.0,2467.0,0.0,13:05:00,11:35:00,11:35:00,10:25:00,13:55:00,7.773728222996516,10.67,26.200000000000273,0.0
2024-01-05,8.7,1810.0,2056.0,0.0,11:20:00,12:10:00,12:10:00,10:20:00,08:25:00,3.9379861111111114,0.25,32.11999999999989,0.1000000000003638
2024-01-06,2.7,609.0,495.0,-246.0,10:05:00,10:05:00,10:05:00,14:20:00,09:15:00,3.375714285714286,1.52,38.88000000000011,0.0
2024-01-07,1.4,188.0,215.0,-728.0,13:35:00,13:35:00,13:45:00,22:10:00,16:25:00,-1.625191637630662,0.0,50.679999999999836,0.0
2024-01-08,3.1,877.0,852.0,-728.0,12:35:00,14:00:00,12:35:00,07:25:00,08:20:00,-5.622847222222223,0.0,58.58000000000038,0.0
2024-01-09,13.6,1777.0,2117.0,0.0,12:30:00,13:50:00,12:10:00,11:35:00,15:30:00,-9.189097222222223,0.0,64.0,0.0
2024-01-10,15.9,2088.0,2247.0,0.0,14:05:00,11:35:00,10:05:00,11:30:00,08:45:00,-7.110905923344948,0.0,53.42000000000007,0.0
2024-01-11,11.5,2387.0,1877.0,0.0,12:25:00,13:20:00,11:55:00,10:10:00,14:35:00,-5.995923344947735,0.0,60.63999999999987,0.0
2024-01-12,2.7,483.0,416.0,-732.0,11:15:00,11:15:00,11:15:00,07:40:00,16:55:00,-1.5490657439446367,0.0,58.58000000000038,0.0
2024-01-13,2.3,581.0,407.0,-713.0,14:05:00,14:05:00,14:05:00,06:35:00,09:35:00,-0.04529616724738676,0.0,54.81999999999971,0.0
2024-01-14,9.6,2381.0,2231.0,329.0,11:45:00,11:35:00,11:40:00,11:35:00,13:55:00,0.741602787456446,0.0,47.30000000000018,0.1000000000003638
2024-01-15,5.9,1409.0,902.0,-500.0,13:40:00,13:40:00,13:40:00,13:40:00,08:45:00,0.3212152777777778,0.0,50.97999999999956,0.0
2024-01-16,7.8,1406.0,1880.0,-416.0,12:00:00,12:00:00,10:45:00,13:25:00,19:25:00,-0.1507665505226481,0.25,46.5,0.0
2024-01-17,6.3,880.0,672.0,-247.0,12:35:00,12:35:00,12:35:00,11:15:00,16:50:00,-3.1629965156794424,0.0,58.42000000000007,0.0
2024-01-18,2.2,704.0,572.0,-716.0,11:05:00,11:05:00,11:05:00,05:55:00,11:00:00,-0.05435087719298244,3.56,59.51999999999953,0.0
2024-01-19,6.5,1962.0,1387.0,0.0,13:55:00,13:45:00,12:10:00,13:45:00,08:55:00,-2.7214186851211073,1.02,56.86000000000058,0.0
2024-01-20,20.3,2508.0,2678.0,175.0,11:45:00,11:50:00,10:10:00,12:00:00,16:40:00,-4.3863414634146345,0.25,44.399999999999636,0.0999999999994543
2024-01-21,16.9,2507.0,2770.0,0.0,11:50:00,11:30:00,10:15:00,10:20:00,09:25:00,-5.768166089965398,0.0,48.960000000000036,0.0
2024-01-22,5.5,1178.0,1356.0,0.0,09:35:00,09:35:00,09:35:00,10:05:00,13:15:00,1.6065156794425086,3.81,49.02000000000044,0.0
2024-01-23,4.4,2377.0,2404.0,0.0,09:50:00,10:55:00,09:50:00,09:50:00,08:30:00,5.034738675958188,1.02,40.039999999999964,0.0
2024-01-24,7.8,3123.0,2426.0,57.0,15:10:00,12:45:00,12:45:00,12:55:00,08:40:00,8.515625,1.52,30.079999999999927,0.0
2024-01-25,5.8,2831.0,2110.0,0.0,14:10:00,12:55:00,12:55:00,09:35:00,19:50:00,7.54156794425087,0.0,33.460000000000036,0.0
2024-01-26,5.0,902.0,713.0,-133.0,11:10:00,11:10:00,11:10:00,15:05:00,08:35:00,4.5841114982578395,3.56,33.38000000000011,0.0
2024-01-27,5.1,730.0,599.0,0.0,11:00:00,11:00:00,11:00:00,12:25:00,12:50:00,3.6746180555555554,0.0,40.11999999999989,0.0
2024-01-28,22.5,2646.0,2841.0,2113.0,11:00:00,12:30:00,10:25:00,14:10:00,09:25:00,0.2137282229965157,0.0,28.219999999999345,2.0
2024-01-29,22.9,2659.0,2907.0,4444.0,12:15:00,12:15:00,10:20:00,12:15:00,19:55:00,1.6114532871972318,0.25,28.44000000000051,5.400000000000546
2024-01-30,18.4,3241.0,2836.0,44.0,13:40:00,12:05:00,12:05:00,11:25:00,16:45:00,,,33.81999999999971,0.0999999999994543
2024-01-31,4.9,1677.0,1274.0,0.0,13:20:00,12:00:00,12:00:00,12:00:00,19:35:00,1.2077003484320559,0.76,43.70000000000073,0.0
2024-02-01,5.1,1248.0,992.0,-187.0,12:50:00,13:40:00,12:30:00,13:40:00,07:35:00,4.039825783972126,2.79,41.63999999999942,0.0
2024-02-02,7.9,1170.0,1097.0,0.0,10:30:00,10:30:00,10:30:00,10:25:00,17:05:00,5.1485365853658545,0.0,39.52000000000044,0.0
2024-02-03,5.9,1501.0,1203.0,0.0,12:10:00,12:00:00,11:55:00,11:55:00,12:15:00,8.542222222222222,0.0,31.979999999999563,0.0
2024-02-04,7.4,1734.0,2592.0,41.0,13:00:00,09:45:00,09:45:00,12:40:00,11:05:00,8.737491289198605,11.94,30.920000000000073,0.0
2024-02-05,13.5,3140.0,2812.0,1959.0,13:10:00,12:10:00,12:05:00,14:30:00,08:40:00,10.595104166666665,0.25,16.94000000000051,0.8000000000001819
2024-02-06,4.6,766.0,558.0,0.0,11:40:00,11:55:00,11:55:00,11:15:00,10:35:00,8.325400696864111,0.0,42.539999999999964,0.0
2024-02-07,6.2,3458.0,2706.0,0.0,13:05:00,12:30:00,12:30:00,10:15:00,19:50:00,6.515659722222222,4.57,29.220000000000255,0.0
2024-02-08,5.4,1227.0,972.0,0.0,10:25:00,10:25:00,10:25:00,09:55:00,14:00:00,2.5488850174216027,9.4,41.399999999999636,0.0
2024-02-09,4.0,723.0,519.0,-219.0,13:15:00,13:15:00,13:15:00,15:05:00,08:50:00,8.415694444444444,7.87,31.23999999999978,0.0
2024-02-10,19.0,3812.0,3534.0,285.0,11:20:00,11:45:00,11:45:00,10:40:00,08:25:00,8.905296167247387,1.02,18.960000000000036,0.1000000000003638
2024-02-11,3.3,619.0,418.0,0.0,12:35:00,13:15:00,13:15:00,10:05:00,17:05:00,8.840522648083624,8.64,32.159999999999854,0.0
2024-02-12,11.6,3168.0,2919.0,80.0,14:50:00,14:05:00,10:55:00,10:55:00,15:35:00,7.743170731707317,7.37,27.400000000000546,0.0999999999994543
2024-02-13,19.4,4083.0,3728.0,155.0,16:50:00,12:00:00,10:40:00,12:25:00,18:50:00,4.684668989547038,0.0,20.859999999999673,0.1000000000003638
2024-02-14,14.4,3483.0,3811.0,97.0,12:10:00,10:35:00,10:35:00,12:10:00,16:35:00,5.160104166666667,0.0,25.920000000000073,0.0999999999994543
2024-02-15,5.9,1334.0,1135.0,0.0,12:50:00,12:20:00,12:20:00,10:00:00,16:45:00,8.956527777777778,0.25,30.300000000000182,0.0
2024-02-16,23.7,3334.0,3283.0,5155.0,13:25:00,13:20:00,10:25:00,12:05:00,13:25:00,8.547456445993031,0.0,17.26000000000022,2.5
2024-02-17,11.6,4027.0,3777.0,62.0,11:30:00,11:25:00,11:25:00,10:20:00,09:20:00,9.079477351916376,5.08,19.0,0.0
2024-02-18,26.5,3709.0,3802.0,5997.0,14:20:00,13:15:00,09:55:00,12:00:00,18:10:00,6.1200699300699295,0.0,20.23999999999978,6.700000000000728
2024-02-19,8.4,2748.0,3562.0,0.0,13:50:00,10:15:00,10:15:00,07:40:00,16:20:00,7.9886759581881535,7.11,23.579999999999927,0.0
2024-02-20,11.4,3100.0,3648.0,104.0,08:40:00,14:15:00,09:10:00,12:30:00,18:40:00,7.740590277777778,1.78,22.599999999999454,0.0999999999994543
2024-02-21,12.2,2982.0,2489.0,0.0,17:50:00,12:30:00,11:55:00,08:00:00,19:25:00,7.707881944444444,0.0,19.26000000000022,0.1000000000003638
2024-02-22,6.1,1768.0,956.0,0.0,13:55:00,14:15:00,14:15:00,11:50:00,20:15:00,8.820868055555556,3.56,28.039999999999964,0.0
2024-02-23,8.6,1758.0,1252.0,0.0,15:00:00,15:05:00,12:00:00,10:00:00,18:10:00,8.78704861111111,5.08,24.480000000000473,0.0
2024-02-24,35.0,3737.0,3511.0,5282.0,11:25:00,12:20:00,10:15:00,12:15:00,20:40:00,6.3763917525773195,3.05,13.05999999999949,11.0
2024-02-25,11.9,2054.0,1610.0,0.0,13:25:00,12:35:00,12:35:00,07:30:00,14:00:00,4.217222222222222,0.0,28.44000000000051,0.0999999999994543
2024-02-26,10.2,2531.0,2629.0,0.0,14:45:00,10:25:00,10:25:00,09:40:00,01:20:00,4.449965156794425,0.0,28.159999999999854,0.0
2024-02-27,10.2,1960.0,1407.0,0.0,12:55:00,13:35:00,13:35:00,11:15:00,17:50:00,3.2026480836236932,0.0,28.779999999999745,0.0
2024-02-28,4.5,1105.0,831.0,0.0,10:10:00,10:05:00,10:05:00,10:05:00,19:00:00,5.699756944444444,2.79,29.080000000000837,0.0
2024-02-29,7.1,858.0,643.0,0.0,13:50:00,12:30:00,12:30:00,08:05:00,17:30:00,5.363449477351916,0.0,30.899999999999636,0.0
2024-03-01,13.3,2158.0,1219.0,0.0,18:15:00,14:15:00,14:15:00,07:20:00,19:10:00,9.910243902439026,0.76,14.680000000000291,0.1000000000003638
2024-03-02,17.0,2122.0,1976.0,60.0,10:55:00,13:00:00,10:15:00,12:35:00,12:20:00,9.754564459930313,0.0,16.800000000000182,0.1000000000003638
2024-03-03,14.1,4234.0,2754.0,135.0,13:05:00,13:20:00,13:20:00,14:20:00,11:05:00,10.44111111111111,0.0,23.579999999999927,0.0
2024-03-04,17.8,4094.0,2982.0,2000.0,15:35:00,12:50:00,12:50:00,15:05:00,19:25:00,6.5061672473867596,0.0,15.739999999999782,0.6999999999998181
2024-03-05,8.0,1451.0,1158.0,0.0,12:25:00,11:45:00,11:45:00,11:25:00,18:40:00,6.446262975778547,0.0,25.18000000000029,0.0999999999994543
2024-03-06,17.7,4188.0,3604.0,5006.0,12:40:00,12:35:00,10:55:00,12:40:00,21:25:00,6.677881944444445,0.0,16.460000000000036,4.200000000000728
2024-03-07,15.1,2564.0,1528.0,171.0,12:45:00,14:50:00,12:45:00,13:20:00,19:10:00,4.490418006430868,0.0,19.31999999999971,0.0999999999994543
2024-03-08,34.4,4262.0,4284.0,6528.0,10:50:00,13:30:00,10:50:00,10:40:00,05:15:00,4.393937282229965,0.0,17.18000000000029,16.400000000000546
2024-03-09,7.4,1990.0,770.0,0.0,13:30:00,15:15:00,14:15:00,12:45:00,08:45:00,6.437421602787456,0.0,33.840000000000146,0.0
2024-03-10,12.3,1823.0,1409.0,58.0,12:50:00,12:10:00,12:10:00,11:50:00,08:20:00,10.237881944444446,0.0,23.159999999999854,0.0
2024-03-11,32.8,3986.0,3690.0,6938.0,11:40:00,11:40:00,11:40:00,11:40:00,20:00:00,11.55642361111111,0.0,10.700000000000728,16.899999999999636
2024-03-12,11.6,1719.0,1269.0,0.0,15:45:00,12:30:00,12:30:00,07:40:00,08:25:00,10.18484429065744,0.0,17.019999999999527,0.1000000000003638
2024-03-13,34.4,4044.0,3688.0,6777.0,11:35:00,12:10:00,09:45:00,11:35:00,21:00:00,8.634409722222223,0.0,11.140000000000327,19.299999999999272
2024-03-14,25.0,4373.0,4185.0,7342.0,12:10:00,12:10:00,09:20:00,12:10:00,07:00:00,8.282648083623693,0.0,11.199999999999818,6.5
2024-03-15,29.9,3130.0,3081.0,5407.0,10:20:00,13:55:00,10:00:00,10:20:00,00:55:00,12.761180555555555,0.0,5.940000000000509,14.5
2024-03-16,23.2,4642.0,4781.0,6435.0,13:50:00,12:35:00,09:40:00,13:50:00,08:50:00,10.960208333333334,1.52,9.0,7.5
2024-03-17,34.3,4625.0,4478.0,6549.0,12:15:00,11:50:00,10:00:00,09:35:00,20:45:00,5.472048611111111,0.0,11.600000000000364,6.0
2024-03-18,44.9,4129.0,4122.0,7010.0,11:00:00,13:00:00,11:00:00,10:30:00,05:35:00,3.30660777385159,0.0,13.38000000000011,28.300000000000182
2024-03-19,47.8,4024.0,3907.0,6680.0,10:45:00,11:50:00,10:45:00,10:00:00,19:55:00,3.2607291666666667,0.0,15.199999999999818,30.300000000000182
2024-03-20,42.8,3762.0,3727.0,6250.0,10:45:00,12:00:00,09:20:00,12:00:00,20:40:00,6.544494773519164,0.0,11.520000000000437,26.699999999999818
2024-03-21,25.4,3512.0,3312.0,6046.0,11:50:00,11:50:00,11:05:00,11:50:00,05:30:00,10.572569444444445,0.0,10.720000000000255,11.699999999999818
2024-03-22,31.5,4138.0,4353.0,6816.0,11:15:00,11:15:00,09:50:00,09:50:00,01:50:00,11.935463917525773,0.0,6.4399999999996,15.0
2024-03-23,20.6,4212.0,4256.0,202.0,09:45:00,10:25:00,10:25:00,09:45:00,18:40:00,9.869270833333333,1.02,14.020000000000437,0.1000000000003638
2024-03-24,30.8,5983.0,4780.0,6042.0,12:40:00,12:10:00,12:10:00,12:40:00,04:40:00,5.359757785467128,0.76,11.079999999999927,4.800000000000182
2024-03-25,23.7,5577.0,5234.0,6152.0,15:00:00,11:45:00,09:10:00,14:15:00,05:35:00,5.834947735191637,0.76,13.5,3.0
2024-03-26,49.1,4349.0,4101.0,7393.0,10:50:00,13:35:00,10:30:00,10:40:00,00:50:00,8.556493055555556,0.0,10.199999999999818,33.0
2024-03-27,33.2,4222.0,2816.0,6253.0,13:10:00,13:10:00,09:00:00,13:10:00,05:30:00,13.343031358885018,0.0,6.860000000000582,15.800000000000182
2024-03-28,37.9,4388.0,4420.0,7471.0,10:40:00,10:40:00,09:55:00,10:55:00,19:55:00,11.001418685121108,10.67,11.419999999999163,21.699999999999818
2024-03-29,41.3,4556.0,4530.0,8108.0,11:00:00,12:30:00,10:20:00,11:00:00,02:40:00,12.410940766550523,0.0,8.159999999999854,25.899999999999636
2024-03-30,31.5,3972.0,3384.0,6416.0,12:30:00,12:30:00,11:10:00,12:30:00,04:55:00,15.799233449477352,0.0,5.239999999999782,15.199999999999818
2024-03-31,30.1,3892.0,3338.0,5556.0,11:20:00,14:40:00,11:20:00,11:25:00,05:45:00,,,4.1599999999998545,6.600000000000364
2024-04-01,27.5,4178.0,4138.0,4706.0,11:25:00,11:40:00,10:35:00,12:45:00,09:45:00,14.67486111111111,1.78,3.480000000000473,4.699999999999818
2024-04-02,35.8,5535.0,4733.0,8607.0,12:25:00,13:55:00,12:25:00,13:55:00,03:45:00,11.508373702422146,0.0,6.319999999999709,20.400000000000546
2024-04-03,31.3,4825.0,4145.0,7756.0,12:25:00,12:25:00,12:25:00,12:00:00,05:30:00,11.640731707317073,0.0,3.899999999999636,14.5
2024-04-04,30.4,5417.0,4609.0,9009.0,13:05:00,13:05:00,11:50:00,13:05:00,20:40:00,12.845574912891985,0.76,9.539999999999964,18.599999999999454
2024-04-05,28.9,4248.0,3812.0,6468.0,10:35:00,15:25:00,10:35:00,10:35:00,05:35:00,14.367465277777777,0.0,6.039999999999964,17.699999999999818
2024-04-06,35.0,4427.0,4061.0,7734.0,12:15:00,12:15:00,12:15:00,12:15:00,04:30:00,18.792473867595817,0.0,2.5599999999994907,18.0
2024-04-07,48.5,4124.0,3856.0,7227.0,11:45:00,12:40:00,11:45:00,11:45:00,05:35:00,18.833797909407664,0.0,2.680000000000291,31.900000000000546
2024-04-08,38.5,4021.0,3481.0,6307.0,12:55:00,12:55:00,11:25:00,11:25:00,05:10:00,20.1178125,0.0,2.4200000000000728,24.399999999999636
2024-04-09,42.8,3736.0,3368.0,6194.0,12:45:00,12:50:00,11:05:00,12:15:00,06:15:00,19.671180555555555,0.0,0.4000000000005457,31.600000000000364
2024-04-10,17.6,3509.0,1851.0,4721.0,15:25:00,15:25:00,15:25:00,15:25:00,05:40:00,10.766202090592335,0.0,3.9200000000000728,4.199999999999818
2024-04-11,50.2,4075.0,3702.0,6831.0,12:30:00,13:10:00,11:05:00,12:05:00,06:20:00,10.889965277777778,0.0,3.9200000000000728,37.69999999999982
2024-04-12,49.4,4150.0,3904.0,7284.0,12:00:00,12:00:00,12:00:00,12:00:00,05:30:00,13.491006944444443,0.0,2.5799999999999272,32.80000000000018
2024-04-13,43.9,4617.0,4024.0,7504.0,12:50:00,12:50:00,11:25:00,12:50:00,04:40:00,15.565296167247386,0.0,3.319999999999709,25.800000000000182
2024-04-14,41.0,3994.0,3288.0,6315.0,12:45:00,13:50:00,11:45:00,12:45:00,05:15:00,17.2909756097561,0.0,1.5600000000004002,23.300000000000182
2024-04-15,25.0,4764.0,4331.0,5474.0,13:45:00,11:40:00,11:40:00,13:45:00,08:25:00,12.455052264808362,3.56,3.3599999999996726,12.5
2024-04-16,42.7,5317.0,4948.0,9012.0,11:15:00,13:00:00,10:15:00,13:00:00,09:30:00,8.663275862068966,1.78,0.1000000000003638,31.599999999999454
